OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),ETH BW UTIL (%),NPE CONG IMPACT (%),SFPU Util Min (%),SFPU Util Median (%),SFPU Util Max (%),Avg SFPU util on full grid (%),FPU Util Min (%),FPU Util Median (%),FPU Util Max (%),Avg FPU util on full grid (%),MATH Util Min (%),MATH Util Median (%),MATH Util Max (%),Avg Math util on full grid (%)
UntilizeWithUnpaddingDeviceOperation,tt_dnn_device,15360,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tensor_end': 'Shape([7; 0; 767])'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,8,64,,25351393993,25351547272,153279,1.40674E+13,1.40674E+13,1098983452,1098983752,16425,15779,15479,,,,449,15440,13868,14277,14300,15014,,,,,,1[1],8[8],32[1],768[768],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],1[1],768[768],ROW_MAJOR,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/17230479837972317867/'],['ttnn/cpp/ttnn/operations/data_movement/untilize_with_unpadding/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multicore.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_stick_layout_split_rows_multicore/16711441701956981593/'; 'reader_unary_interleaved_start_id/10200263005504198686/'],1412,980,1144,1068,3220,0,0,0,0,1855,1855,1419,[211.97628784179688],[6.624258995056152],11.756,,,,,,,,,,,,,,,,,
UntilizeWithUnpaddingDeviceOperation,tt_dnn_device,16384,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tensor_end': 'Shape([7; 195; 767])'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,56,64,,25352877762,25353121650,243888,1.40674E+13,1.40674E+13,1451862,1452140,45871,45196,44918,,,,501,44892,27751,28186,28161,28922,,,,,,1[1],8[8],224[196],768[768],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],196[196],768[768],ROW_MAJOR,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/17230479837972317867/'],['ttnn/cpp/ttnn/operations/data_movement/untilize_with_unpadding/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multicore.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_stick_layout_split_rows_multicore/16711441701956981593/'; 'reader_unary_interleaved_start_id/10200263005504198686/'],1412,980,1144,1068,3220,0,0,0,0,18578,18578,9935,[148.15975952148438],[129.63978576660156],41.105,,,,,,,,,,,,,,,,,
ConcatDeviceOperation,tt_dnn_device,17408,0,wormhole_b0,{'dim': '1'; 'groups': '1'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'sub_core_grids': 'std::nullopt'},,64,64,,26614633722,26614778261,144539,1.40686E+13,1.40686E+13,1243410508,1243410508,28704,27794,27794,,,,206,27794,27289,,,,,,,,,1[1],8[8],1[1],768[768],ROW_MAJOR,BFLOAT16,DEV_3_DRAM_INTERLEAVED,1[1],8[8],196[196],768[768],ROW_MAJOR,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,,,,,,1[1],8[8],197[197],768[768],ROW_MAJOR,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/kernel/dataflow/writer_unary_stick_layout_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/concat/device/kernels/dataflow/reader_concat_stick_layout_interleaved_start_id.cpp'],['writer_unary_stick_layout_interleaved_start_id/5913252428543886365/'; 'reader_concat_stick_layout_interleaved_start_id/3328676238763091431/'],1004,1276,0,0,0,0,0,0,0,8738,1,8738,[1.4062714576721191; 275.62921142578125],[277.0354919433594],0.004,,,,,,,,,,,,,,,,,
TilizeWithValPaddingDeviceOperation,tt_dnn_device,18432,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([8; 224; 768])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'},HiFi4,56,64,,26616094710,26616179060,84350,1.40686E+13,1.40686E+13,1416950,1417257,62894,62213,61906,,,,514,61880,55089,56917,56988,57054,,,,,,1[1],8[8],197[197],768[768],ROW_MAJOR,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],224[197],768[768],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/9154391159575062459/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/12495726834710033982/'; 'reader_unary_pad_dims_split_rows_multicore/10506070449189413073/'],980,1952,1156,640,1368,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,19456,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::NONE'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,27926376875,27926610383,233508,1.40699E+13,1.40699E+13,1291211874,1291212258,44910,44235,43851,,,,573,43837,43088,43359,42069,42675,,,,,,1[1],8[8],224[197],768[768],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,1[1],8[8],224[197],768[768],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,,,,,,1[1],8[8],224[197],768[768],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_no_bcast.cpp'],['eltwise_binary_no_bcast/12078341343580694917/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_no_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_no_bcast/1297591354596059011/'; 'writer_interleaved_no_bcast/8100052333441412542/'],1452,2268,1344,676,1404,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
MatmulDeviceOperation,tt_dnn_device,20480,0,wormhole_b0,{'bcast_batch': '1'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCast1DProgramConfig(compute_with_storage_grid_size=(x=8;y=8);in0_block_w=2;out_subblock_h=7;out_subblock_w=1;out_block_h=7;out_block_w=1;per_core_M=7;per_core_N=1;fuse_batch=0;fused_activation=std::nullopt;mcast_in0=1;gather_in0=0;hop_cores={};num_global_cb_receivers=0;untilize_out=0)'; 'sub_device_id': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},HiFi2,24,64,,30756580264,30757181820,601556,1.40727E+13,1.40727E+13,0,0,315367,314103,314063,,,,559,314034,304484,305051,305619,305760,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,1[1],1[1],768[768],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/2177120523407224952/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_receiver.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'],['reader_bmm_tile_layout_in1_sender_writer_padding/17603115177983819746/'; 'reader_bmm_tile_layout_in0_receiver/16324646148927163598/'; 'reader_bmm_tile_layout_in0_sender_padding/13229008587918006937/'],2240,1564,2304,1764,3292,0,0,0,0,16128,16128,9935,[170.6666717529297; 73.14286041259766],[170.6666717529297],5.135,,,,,,,,,,,,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,21504,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::ROW_B'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,30758716538,30758723778,7240,1.40727E+13,1.40727E+13,1798387,1798723,44938,44222,43886,,,,723,43875,42818,43359,43273,43209,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/compute/eltwise_binary_row_bcast.cpp'],['eltwise_binary_row_bcast/18113110018876477802/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_row_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_row_bcast/13770226293879646799/'; 'writer_interleaved_no_bcast/3670091579290983480/'],1452,2268,2024,936,2856,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
UntilizeDeviceOperation,tt_dnn_device,22528,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pf_type': '2'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,56,64,,32026618830,32026878188,259358,1.4074E+13,1.4074E+13,1249468779,1249469047,39923,39254,38986,,,,479,38969,31040,31512,31471,32201,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],224[224],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize_variable_num_blocks.cpp'],['pack_untilize_variable_num_blocks/8541931570384057023/'],['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multi_core.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/reader_unary_start_id.cpp'],['writer_unary_stick_layout_split_rows_multi_core/15658168722402392153/'; 'reader_unary_start_id/12104248936822794078/'],1072,772,1180,1132,3320,0,0,0,0,19822,19822,9935,[138.86146545410156],[138.86146545410156],50.497,,,,,,,,,,,,,,,,,
ReshapeViewDeviceOperation,tt_dnn_device,23552,0,wormhole_b0,{'logical_output_shape': 'Shape([21504; 64])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'padded_output_shape': 'Shape([21504; 64])'; 'recreate_mapping_tensor': 'false'; 'sub_core_grid': 'std::nullopt'},,64,64,,33343128496,33343232306,103810,1.40753E+13,1.40753E+13,1297382098,1297382098,83931,82995,82995,,,,237,78832,82995,,,,,,,,,1[1],1[1],1792[1792],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],21504[21504],64[64],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'],['rm_reshape_interleaved/11662791417070975504/'; 'rm_reshape_interleaved/3573719014390855380/'],1492,1556,0,0,0,0,0,0,0,1,1,1,[],[],0.001,,,,,,,,,,,,,,,,,
TilizeWithValPaddingDeviceOperation,tt_dnn_device,24576,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([8; 224; 32; 64])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'},HiFi4,64,64,,34764173815,34764295294,121479,1.40767E+13,1.40767E+13,1400357524,1400357820,235320,234634,234338,,,,552,234312,233247,233510,225294,233484,,,,,,8[8],224[224],12[12],64[64],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,8[8],224[224],32[12],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/4718383973291235544/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/12495726834710033982/'; 'reader_unary_pad_dims_split_rows_multicore/7629955684593436241/'],980,1952,1172,660,1492,0,0,0,0,1,1,1,[],[],0,,,,,,,,,,,,,,,,,
TransposeDeviceOperation,tt_dnn_device,25600,0,wormhole_b0,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pad_value': '0'},,64,64,,36035828348,36035979187,150839,1.40779E+13,1.40779E+13,1252981596,1252981596,128884,128024,128024,,,,233,127995,125902,,,,,,,,,8[8],224[224],32[12],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,8[8],12[12],224[224],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'],['writer_unary_transpose_hc_interleaved_tiled_padding_aware/16282407633948261000/'; 'reader_unary_transpose_hc_interleaved_tiled_padding_aware/6381871595408854062/'],988,976,0,0,0,0,0,0,0,35969,35969,26495,[204.0655059814453],[76.5245590209961],28.096,,,,,,,,,,,,,,,,,
MatmulDeviceOperation,tt_dnn_device,26624,0,wormhole_b0,{'bcast_batch': '1'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCast1DProgramConfig(compute_with_storage_grid_size=(x=8;y=8);in0_block_w=2;out_subblock_h=7;out_subblock_w=1;out_block_h=7;out_block_w=1;per_core_M=7;per_core_N=1;fuse_batch=0;fused_activation=std::nullopt;mcast_in0=1;gather_in0=0;hop_cores={};num_global_cb_receivers=0;untilize_out=0)'; 'sub_device_id': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},HiFi2,24,64,,36036114146,36036118736,4590,1.40779E+13,1.40779E+13,158797,158797,317803,316399,316399,,,,390,316367,306557,307071,307639,307781,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,1[1],1[1],768[768],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/2177120523407224952/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_receiver.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'],['reader_bmm_tile_layout_in1_sender_writer_padding/17603115177983819746/'; 'reader_bmm_tile_layout_in0_receiver/16324646148927163598/'; 'reader_bmm_tile_layout_in0_sender_padding/13229008587918006937/'],2240,1564,2304,1764,3292,0,0,0,0,16128,16128,9935,[170.6666717529297; 73.14286041259766],[170.6666717529297],5.097,,,,,,,,,,,,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,27648,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::ROW_B'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,36036182225,36036186415,4190,1.40779E+13,1.40779E+13,605,605,294547,44199,44199,,,,2046,44189,43138,43447,43255,43303,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/compute/eltwise_binary_row_bcast.cpp'],['eltwise_binary_row_bcast/18113110018876477802/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_row_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_row_bcast/13770226293879646799/'; 'writer_interleaved_no_bcast/3670091579290983480/'],1452,2268,2024,936,2856,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
UntilizeDeviceOperation,tt_dnn_device,28672,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pf_type': '2'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,56,64,,36036233475,36036236355,2880,1.40779E+13,1.40779E+13,665,665,48670,40297,40297,,,,959,40294,31520,31822,31664,32567,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],224[224],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize_variable_num_blocks.cpp'],['pack_untilize_variable_num_blocks/8541931570384057023/'],['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multi_core.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/reader_unary_start_id.cpp'],['writer_unary_stick_layout_split_rows_multi_core/15658168722402392153/'; 'reader_unary_start_id/12104248936822794078/'],1072,772,1180,1132,3320,0,0,0,0,19822,19822,9935,[138.86146545410156],[138.86146545410156],49.19,,,,,,,,,,,,,,,,,
